Entity,Callsign,Frequency,Granted,Stat,Units,Pag,Code,Svc,City
"111 S. WACKER, LLC",WQTS896,464.26250,2014-04-07,A,1,0,FB2,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,464.26250,2014-04-07,A,75,0,MO,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,464.31250,2014-04-07,A,1,0,FB2,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,464.31250,2014-04-07,A,75,0,MO,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,466.30000,2014-04-07,A,75,0,MO,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,466.32500,2014-04-07,A,75,0,MO,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,466.35000,2014-04-07,A,75,0,MO,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,466.37500,2014-04-07,A,75,0,MO,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,466.38750,2014-04-07,A,75,0,MO,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,469.26250,2014-04-07,A,5,0,FX1,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,469.26250,2014-04-07,A,75,0,MO,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,469.31250,2014-04-07,A,75,0,MO,IG,CHICAGO
"111 S. WACKER, LLC",WQTS896,469.31250,2014-04-07,A,5,0,FX1,IG,CHICAGO
111 W. WACKER PARTNERS,WQUG525,463.32500,2014-07-01,A,1,0,FB2,IG,CHICAGO
111 W. WACKER PARTNERS,WQUG525,468.32500,2014-07-01,A,30,0,MO,IG,CHICAGO
"111 WEST JACKSON HOLDING, LLC",WQWD479,466.02500,2015-07-23,A,30,0,MO,IG,CHICAGO
"111 WEST JACKSON HOLDING, LLC",WQWD479,466.05000,2015-07-23,A,30,0,MO,IG,CHICAGO
"111 WEST JACKSON HOLDING, LLC",WQWD479,466.07500,2015-07-23,A,30,0,MO,IG,CHICAGO
"111 WEST JACKSON HOLDING, LLC",WQWD479,466.10000,2015-07-23,A,30,0,MO,IG,CHICAGO
"111 WEST JACKSON HOLDING, LLC",WQWD479,466.12500,2015-07-23,A,30,0,MO,IG,CHICAGO
1120 LAKE SHORE BUILDING CORPORATION,WQPX793,467.36250,2012-09-12,A,6,0,MO,IG,CHICAGO
1130 SOUTH MICHIGAN AVE,WPQD866,452.50000,2015-04-28,A,1,0,FB2,IG,CHICAGO
1130 SOUTH MICHIGAN AVE,WPQD866,452.50000,2015-04-28,A,25,0,MO,IG,CHICAGO
1130 SOUTH MICHIGAN AVE,WPQD866,457.50000,2015-04-28,A,25,0,MO,IG,CHICAGO
1150 Condo Association,WQTF775,456.50000,2014-01-24,A,15,0,MO,IG,CHICAGO
1150 Condo Association,WQTF775,457.75000,2014-01-24,A,15,0,MO,IG,CHICAGO
1150 Condo Association,WQTF775,466.75000,2014-01-24,A,15,0,MO,IG,CHICAGO
1150 Condo Association,WQTF775,466.90000,2014-01-24,A,15,0,MO,IG,CHICAGO
1150 Condo Association,WQTF775,467.13750,2014-01-24,A,15,0,MO,IG,CHICAGO
1200 MADISON RACINE LLC,WQVS397,451.23750,2015-04-28,A,15,0,MO,IG,CHICAGO
1200 MADISON RACINE LLC,WQVS397,452.03750,2015-04-28,A,15,0,MO,IG,CHICAGO
1200 MADISON RACINE LLC,WQVS397,452.81250,2015-04-28,A,15,0,MO,IG,CHICAGO
1200 MADISON RACINE LLC,WQVS397,456.46250,2015-04-28,A,15,0,MO,IG,CHICAGO
1200 MADISON RACINE LLC,WQVS397,457.16250,2015-04-28,A,15,0,MO,IG,CHICAGO
1200 MADISON RACINE LLC,WQVS397,457.98750,2015-04-28,A,15,0,MO,IG,CHICAGO
1212 N LAKESHORE DRIVE CONDOMINIUM,WQSD504,464.10000,2013-09-04,A,20,0,MO,IG,CHICAGO
1212 N LAKESHORE DRIVE CONDOMINIUM,WQSD504,464.22500,2013-09-04,A,20,0,MO,IG,CHICAGO
1212 N LAKESHORE DRIVE CONDOMINIUM,WQSD504,464.25000,2013-09-04,A,1,0,FB2,IG,CHICAGO
1212 N LAKESHORE DRIVE CONDOMINIUM,WQSD504,464.25000,2013-09-04,A,20,0,MO,IG,CHICAGO
1212 N LAKESHORE DRIVE CONDOMINIUM,WQSD504,464.85000,2013-09-04,A,20,0,MO,IG,CHICAGO
1212 N LAKESHORE DRIVE CONDOMINIUM,WQSD504,469.25000,2013-09-04,A,20,0,MO,IG,CHICAGO
1250 N Dearborn Condo Association,WQUZ240,464.30000,2014-11-24,A,10,0,MO,IG,Chicago
1250 N Dearborn Condo Association,WQUZ240,468.20000,2014-11-24,A,10,0,MO,IG,Chicago
1250 N Dearborn Condo Association,WQUZ240,468.36250,2014-11-24,A,10,0,MO,IG,Chicago
1250 N Dearborn Condo Association,WQUZ240,469.40000,2014-11-24,A,10,0,MO,IG,Chicago
1250 N Dearborn Condo Association,WQUZ240,469.70000,2014-11-24,A,10,0,MO,IG,Chicago
131 S. DEARBORN LLC,WQNL739,451.63750,2011-03-16,A,1,0,FB2,IG,CHICAGO
131 S. DEARBORN LLC,WQNL739,451.63750,2011-03-16,A,40,0,MO,IG,CHICAGO
131 S. DEARBORN LLC,WQNL739,456.63750,2011-03-16,A,5,0,FX1,IG,CHICAGO
131 S. DEARBORN LLC,WQNL739,456.63750,2011-03-16,A,40,0,MO,IG,CHICAGO
131 S. DEARBORN LLC,WQNL739,466.15000,2011-03-16,A,40,0,MO,IG,CHICAGO
131 S. DEARBORN LLC,WQNL739,466.17500,2011-03-16,A,40,0,MO,IG,CHICAGO
131 S. DEARBORN LLC,WQNL739,466.20000,2011-03-16,A,40,0,MO,IG,CHICAGO
131 S. DEARBORN LLC,WQNL739,466.22500,2011-03-16,A,40,0,MO,IG,CHICAGO
131 S. DEARBORN LLC,WQNL739,466.25000,2011-03-16,A,40,0,MO,IG,CHICAGO
132 E DELAWARE PLACE CONDOMINIUM ASSOC,WQRR380,462.07500,2013-07-12,A,1,0,FB2,IG,CHICAGO
132 E DELAWARE PLACE CONDOMINIUM ASSOC,WQRR380,462.07500,2013-07-12,A,30,0,MO,IG,CHICAGO
132 E DELAWARE PLACE CONDOMINIUM ASSOC,WQRR380,467.07500,2013-07-12,A,30,0,MO,IG,CHICAGO
1320 N. STATE ST. APARTMENTS INC.,WQWV722,456.38750,2015-12-03,A,7,0,MO,IG,CHICAGO
1400 MUSEUM PARK CONDOMINIUM,WQIV654,451.18750,2008-05-28,A,15,0,MO,IG,CHICAGO
1400 MUSEUM PARK CONDOMINIUM,WQIV654,461.43750,2008-05-28,A,15,0,MO,IG,CHICAGO
1400 MUSEUM PARK CONDOMINIUM,WQIV654,462.06250,2008-05-28,A,1,0,FB2,IG,CHICAGO
1400 MUSEUM PARK CONDOMINIUM,WQIV654,462.06250,2008-05-28,A,15,0,MO,IG,CHICAGO
1400 MUSEUM PARK CONDOMINIUM,WQIV654,467.06250,2008-05-28,A,15,0,MO,IG,CHICAGO
1401 SOUTH STATE LLC,WQNL737,451.38750,2011-03-16,A,1,0,FB2,IG,CHICAGO
1401 SOUTH STATE LLC,WQNL737,451.38750,2011-03-16,A,20,0,MO,IG,CHICAGO
1401 SOUTH STATE LLC,WQNL737,456.38750,2011-03-16,A,5,0,FX1,IG,CHICAGO
1401 SOUTH STATE LLC,WQNL737,456.38750,2011-03-16,A,20,0,MO,IG,CHICAGO
1410 NORTH STATE PARKWAY CONDOMINIUM ASSOCIAT,WQJB348,461.42500,2008-07-14,A,8,0,MO,IG,CHICAGO
1430 LAKE SHORE DRIVE BUILDING CORPORATION,WQMG285,467.23750,2010-07-29,A,3,0,MO,IG,CHICAGO
1448 LAKE SHORE DRIVE BUILDING CORPORATION,WQQA316,456.33750,2012-10-02,A,20,0,MO,IG,CHICAGO
1448 LAKE SHORE DRIVE BUILDING CORPORATION,WQQA316,457.71250,2012-10-02,A,20,0,MO,IG,CHICAGO
1448 LAKE SHORE DRIVE BUILDING CORPORATION,WQQA316,466.43750,2012-10-02,A,20,0,MO,IG,CHICAGO
1448 LAKE SHORE DRIVE BUILDING CORPORATION,WQQA316,467.46250,2012-10-02,A,20,0,MO,IG,CHICAGO
1448 LAKE SHORE DRIVE BUILDING CORPORATION,WQQA316,468.81250,2012-10-02,A,20,0,MO,IG,CHICAGO
1515 N HALSTED LLC,WQWB969,451.31250,2015-07-14,A,25,0,MO,IG,
1515 N HALSTED LLC,WQWB969,451.31250,2015-07-14,A,25,0,MO,IG,CHICAGO
1515 N HALSTED LLC,WQWB969,451.45000,2015-07-14,A,1,0,FB2,IG,CHICAGO
1515 N HALSTED LLC,WQWB969,451.45000,2015-07-14,A,1,0,FB2,IG,
1515 N HALSTED LLC,WQWB969,451.51250,2015-07-14,A,25,0,MO,IG,
1515 N HALSTED LLC,WQWB969,451.51250,2015-07-14,A,25,0,MO,IG,CHICAGO
1515 N HALSTED LLC,WQWB969,456.45000,2015-07-14,A,1,0,FX1,IG,CHICAGO
1515 N HALSTED LLC,WQWB969,456.45000,2015-07-14,A,25,0,MO,IG,CHICAGO
1515 N HALSTED LLC,WQWB969,456.45000,2015-07-14,A,1,0,FX1,IG,
1515 N HALSTED LLC,WQWB969,456.45000,2015-07-14,A,25,0,MO,IG,
1555 ASTOR CONDO ASSOC,WQTT770,466.20000,2014-04-10,A,20,0,MO,IG,CHICAGO
1555 ASTOR CONDO ASSOC,WQTT770,466.22500,2014-04-10,A,20,0,MO,IG,CHICAGO
1555 ASTOR CONDO ASSOC,WQTT770,466.37500,2014-04-10,A,20,0,MO,IG,CHICAGO
1555 ASTOR CONDO ASSOC,WQTT770,466.38750,2014-04-10,A,20,0,MO,IG,CHICAGO
1555 ASTOR CONDO ASSOC,WQTT770,466.40000,2014-04-10,A,20,0,MO,IG,CHICAGO
"161 N. CLARK STREET, LLC",WQXI288,463.52500,2016-03-11,A,1,0,FB2,IG,CHICAGO
"161 N. CLARK STREET, LLC",WQXI288,463.52500,2016-03-11,A,50,0,MO,IG,CHICAGO
"161 N. CLARK STREET, LLC",WQXI288,466.07500,2016-03-11,A,50,0,MO,IG,CHICAGO
"161 N. CLARK STREET, LLC",WQXI288,466.10000,2016-03-11,A,50,0,MO,IG,CHICAGO
"161 N. CLARK STREET, LLC",WQXI288,466.12500,2016-03-11,A,50,0,MO,IG,CHICAGO
"161 N. CLARK STREET, LLC",WQXI288,466.15000,2016-03-11,A,50,0,MO,IG,CHICAGO
"161 N. CLARK STREET, LLC",WQXI288,466.17500,2016-03-11,A,50,0,MO,IG,CHICAGO
"161 N. CLARK STREET, LLC",WQXI288,468.52500,2016-03-11,A,5,0,FX1,IG,CHICAGO
"161 N. CLARK STREET, LLC",WQXI288,468.52500,2016-03-11,A,50,0,MO,IG,CHICAGO
1630 SHERIDAN CORPORATION,WPHI786,467.85000,2015-05-14,A,7,0,MO,IG,
166 E Superior Street LLC dba Affinia Chicago,WQEZ247,461.51250,2006-05-23,A,30,0,MO,IG,Chicago
166 E Superior Street LLC dba Affinia Chicago,WQEZ247,463.36250,2006-05-23,A,30,0,MO,IG,Chicago
166 E Superior Street LLC dba Affinia Chicago,WQEZ247,463.81250,2006-05-23,A,30,0,MO,IG,Chicago
166 E Superior Street LLC dba Affinia Chicago,WQEZ247,466.66250,2006-05-23,A,30,0,MO,IG,Chicago
166 E Superior Street LLC dba Affinia Chicago,WQEZ247,467.10000,2006-05-23,A,30,0,MO,IG,Chicago
1660 CONDIMINIUM ASSOCIATION,WQQK917,466.15000,2013-01-16,A,25,0,MO,IG,CHICAGO
1660 CONDIMINIUM ASSOCIATION,WQQK917,466.17500,2013-01-16,A,25,0,MO,IG,CHICAGO
1660 CONDIMINIUM ASSOCIATION,WQQK917,466.20000,2013-01-16,A,25,0,MO,IG,CHICAGO
1660 CONDIMINIUM ASSOCIATION,WQQK917,466.22500,2013-01-16,A,25,0,MO,IG,CHICAGO
1660 CONDIMINIUM ASSOCIATION,WQQK917,466.25000,2013-01-16,A,25,0,MO,IG,CHICAGO
1700 E. 56TH ST. CONDO ASSOCIATION,WQXC892,461.40000,2016-02-02,A,1,0,FB2,IG,Chicago
1700 E. 56TH ST. CONDO ASSOCIATION,WQXC892,461.40000,2016-02-02,A,15,0,MO,IG,Chicago
1700 E. 56TH ST. CONDO ASSOCIATION,WQXC892,466.40000,2016-02-02,A,15,0,MO,IG,Chicago
1720 S MICHIGAN CONDOMINIUM ASSOCIATION,WQWN308,456.46250,2015-10-08,A,15,0,MO,IG,CHICAGO
1720 S MICHIGAN CONDOMINIUM ASSOCIATION,WQWN308,462.18750,2015-10-08,A,15,0,MO,IG,CHICAGO
1720 S MICHIGAN CONDOMINIUM ASSOCIATION,WQWN308,462.21250,2015-10-08,A,15,0,MO,IG,CHICAGO
1720 S MICHIGAN CONDOMINIUM ASSOCIATION,WQWN308,467.18750,2015-10-08,A,15,0,MO,IG,CHICAGO
1720 S MICHIGAN CONDOMINIUM ASSOCIATION,WQWN308,467.43750,2015-10-08,A,15,0,MO,IG,CHICAGO
"180 N WABASH, LLC",WQUW345,466.15000,2014-10-29,A,25,0,MO,IG,CHICAGO
"180 N WABASH, LLC",WQUW345,466.17500,2014-10-29,A,25,0,MO,IG,CHICAGO
"180 N WABASH, LLC",WQUW345,466.22500,2014-10-29,A,25,0,MO,IG,CHICAGO
"180 N WABASH, LLC",WQUW345,466.27500,2014-10-29,A,25,0,MO,IG,CHICAGO
"180 N WABASH, LLC",WQUW345,466.30000,2014-10-29,A,25,0,MO,IG,CHICAGO
180 NORTH LASALLE REALTY LLC,WQPR917,462.36250,2012-07-31,A,30,0,MO,IG,CHICAGO
180 NORTH LASALLE REALTY LLC,WQPR917,462.36250,2012-07-31,A,30,0,MO,IG,
180 NORTH LASALLE REALTY LLC,WQPR917,463.63750,2012-07-31,A,1,0,FB2,IG,CHICAGO
180 NORTH LASALLE REALTY LLC,WQPR917,463.63750,2012-07-31,A,30,0,MO,IG,CHICAGO
180 NORTH LASALLE REALTY LLC,WQPR917,463.63750,2012-07-31,A,1,0,FB2,IG,
180 NORTH LASALLE REALTY LLC,WQPR917,463.63750,2012-07-31,A,30,0,MO,IG,
180 NORTH LASALLE REALTY LLC,WQPR917,467.36250,2012-07-31,A,30,0,MO,IG,CHICAGO
180 NORTH LASALLE REALTY LLC,WQPR917,467.36250,2012-07-31,A,30,0,MO,IG,
180 NORTH LASALLE REALTY LLC,WQPR917,468.63750,2012-07-31,A,1,0,FX1,IG,CHICAGO
180 NORTH LASALLE REALTY LLC,WQPR917,468.63750,2012-07-31,A,30,0,MO,IG,CHICAGO
180 NORTH LASALLE REALTY LLC,WQPR917,468.63750,2012-07-31,A,1,0,FX1,IG,
180 NORTH LASALLE REALTY LLC,WQPR917,468.63750,2012-07-31,A,30,0,MO,IG,
200 EAST DELAWARE CONDO ASSOCIATION,WQTF271,452.63750,2014-01-22,A,20,0,MO,IG,CHICAGO
200 EAST DELAWARE CONDO ASSOCIATION,WQTF271,456.46250,2014-01-22,A,20,0,MO,IG,CHICAGO
200 EAST DELAWARE CONDO ASSOCIATION,WQTF271,456.71250,2014-01-22,A,20,0,MO,IG,CHICAGO
200 EAST DELAWARE CONDO ASSOCIATION,WQTF271,457.66250,2014-01-22,A,20,0,MO,IG,CHICAGO
200 EAST DELAWARE CONDO ASSOCIATION,WQTF271,457.68750,2014-01-22,A,20,0,MO,IG,CHICAGO
200 EAST DELAWARE CONDO ASSOCIATION,WQTF271,467.41250,2014-01-22,A,20,0,MO,IG,CHICAGO
200 N DEARBORN PRIVATE RESIDENCES,WQQT499,451.33750,2013-02-27,A,10,0,MO,IG,CHICAGO
200 N DEARBORN PRIVATE RESIDENCES,WQQT499,451.38750,2013-02-27,A,10,0,MO,IG,CHICAGO
200 N DEARBORN PRIVATE RESIDENCES,WQQT499,451.61250,2013-02-27,A,10,0,MO,IG,CHICAGO
200 N DEARBORN PRIVATE RESIDENCES,WQQT499,452.51250,2013-02-27,A,10,0,MO,IG,CHICAGO
200 N DEARBORN PRIVATE RESIDENCES,WQQT499,452.76250,2013-02-27,A,10,0,MO,IG,CHICAGO
200 N DEARBORN PRIVATE RESIDENCES,WQQT499,452.88750,2013-02-27,A,10,0,MO,IG,CHICAGO
"200 WEST ADAMS ASSOCIATES NF, LLC",WQRC846,461.56250,2013-04-17,A,1,0,FB2,IG,CHICAGO
"200 WEST ADAMS ASSOCIATES NF, LLC",WQRC846,461.56250,2013-04-17,A,40,0,MO,IG,CHICAGO
"200 WEST ADAMS ASSOCIATES NF, LLC",WQRC846,466.56250,2013-04-17,A,5,0,FX1,IG,CHICAGO
"200 WEST ADAMS ASSOCIATES NF, LLC",WQRC846,466.56250,2013-04-17,A,40,0,MO,IG,CHICAGO
201 EAST CHESTNUT CONDOMINIUM ASSOCIATION,WQQN286,466.20000,2013-01-31,A,15,0,MO,IG,CHICAGO
201 EAST CHESTNUT CONDOMINIUM ASSOCIATION,WQQN286,466.22500,2013-01-31,A,15,0,MO,IG,CHICAGO
201 EAST CHESTNUT CONDOMINIUM ASSOCIATION,WQQN286,466.25000,2013-01-31,A,15,0,MO,IG,CHICAGO
201 EAST CHESTNUT CONDOMINIUM ASSOCIATION,WQQN286,466.27500,2013-01-31,A,15,0,MO,IG,CHICAGO
201 EAST CHESTNUT CONDOMINIUM ASSOCIATION,WQQN286,466.30000,2013-01-31,A,15,0,MO,IG,CHICAGO
203 HCI/NLS Limited Partnership,WQEG788,464.37500,2006-01-23,A,1,0,FB2,IG,Chicago
203 HCI/NLS Limited Partnership,WQEG788,464.37500,2006-01-23,A,50,0,MO,IG,Chicago
203 HCI/NLS Limited Partnership,WQEG788,464.87500,2006-01-23,A,1,0,FB2,IG,Chicago
203 HCI/NLS Limited Partnership,WQEG788,464.87500,2006-01-23,A,50,0,MO,IG,Chicago
203 HCI/NLS Limited Partnership,WQEG788,468.87500,2006-01-23,A,50,0,MO,IG,Chicago
203 HCI/NLS Limited Partnership,WQEG788,469.12500,2006-01-23,A,50,0,MO,IG,Chicago
203 HCI/NLS Limited Partnership,WQEG788,469.27500,2006-01-23,A,50,0,MO,IG,Chicago
203 HCI/NLS Limited Partnership,WQEG788,469.32500,2006-01-23,A,50,0,MO,IG,Chicago
203 HCI/NLS Limited Partnership,WQEG788,469.35000,2006-01-23,A,50,0,MO,IG,Chicago
203 HCI/NLS Limited Partnership,WQEG788,469.37500,2006-01-23,A,50,0,MO,IG,Chicago
203 HCI/NLS Limited Partnership,WQEG788,469.87500,2006-01-23,A,50,0,MO,IG,Chicago
"205 CHICAGO PARTNERS, LLC",WQQS537,451.38750,2013-02-22,A,6,0,MO,IG,CHICAGO
"205 CHICAGO PARTNERS, LLC",WQQS537,451.61250,2013-02-22,A,6,0,MO,IG,CHICAGO
"205 CHICAGO PARTNERS, LLC",WQQS537,452.41250,2013-02-22,A,6,0,MO,IG,CHICAGO
"205 CHICAGO PARTNERS, LLC",WQQS537,452.66250,2013-02-22,A,6,0,MO,IG,CHICAGO
"205 CHICAGO PARTNERS, LLC",WQQS537,452.76250,2013-02-22,A,6,0,MO,IG,CHICAGO
"205 CHICAGO PARTNERS, LLC",WQQS537,452.86250,2013-02-22,A,6,0,MO,IG,CHICAGO
209 E LAKE SHORE DRIVE CORPORATION,WQUD831,466.27500,2014-06-11,A,25,0,MO,IG,CHICAGO
209 E LAKE SHORE DRIVE CORPORATION,WQUD831,466.30000,2014-06-11,A,25,0,MO,IG,CHICAGO
209 E LAKE SHORE DRIVE CORPORATION,WQUD831,466.32500,2014-06-11,A,25,0,MO,IG,CHICAGO
209 E LAKE SHORE DRIVE CORPORATION,WQUD831,466.35000,2014-06-11,A,25,0,MO,IG,CHICAGO
209 E LAKE SHORE DRIVE CORPORATION,WQUD831,466.37500,2014-06-11,A,25,0,MO,IG,CHICAGO
"210 NORTH WELLS, LLC",WQLL888,463.75000,2010-03-04,A,20,0,MO,IG,CHICAGO
"210 NORTH WELLS, LLC",WQLL888,464.45000,2010-03-04,A,20,0,MO,IG,CHICAGO
211 W WACKER OFFICE CONDOMINIUM ASSOCIATION,WQTR470,466.27500,2014-03-28,A,15,0,MO,IG,CHICAGO
211 W WACKER OFFICE CONDOMINIUM ASSOCIATION,WQTR470,466.30000,2014-03-28,A,15,0,MO,IG,CHICAGO
211 W WACKER OFFICE CONDOMINIUM ASSOCIATION,WQTR470,466.32500,2014-03-28,A,15,0,MO,IG,CHICAGO
211 W WACKER OFFICE CONDOMINIUM ASSOCIATION,WQTR470,466.35000,2014-03-28,A,15,0,MO,IG,CHICAGO
211 W WACKER OFFICE CONDOMINIUM ASSOCIATION,WQTR470,466.37500,2014-03-28,A,15,0,MO,IG,CHICAGO
222 Riverside Plaza LLC,WPUL531,463.28750,2012-03-13,A,1,0,FB2,IG,Chicago
222 Riverside Plaza LLC,WPUL531,463.28750,2012-03-13,A,18,0,MO,IG,Chicago
222 Riverside Plaza LLC,WPUL531,463.43750,2012-03-13,A,1,0,FB2,IG,Chicago
222 Riverside Plaza LLC,WPUL531,463.43750,2012-03-13,A,18,0,MO,IG,Chicago
222 Riverside Plaza LLC,WPUL531,463.51250,2012-03-13,A,1,0,FB2,IG,Chicago
222 Riverside Plaza LLC,WPUL531,463.51250,2012-03-13,A,30,0,MO,IG,Chicago
222 Riverside Plaza LLC,WPUL531,463.53750,2012-03-13,A,18,0,MO,IG,Chicago
222 Riverside Plaza LLC,WPUL531,463.53750,2012-03-13,A,1,0,FB2,IG,Chicago
222 Riverside Plaza LLC,WPUL531,463.88750,2012-03-13,A,30,0,MO,IG,Chicago
222 Riverside Plaza LLC,WPUL531,463.88750,2012-03-13,A,1,0,FB2,IG,Chicago
222 Riverside Plaza LLC,WPUL531,468.28750,2012-03-13,A,18,0,MO,IG,Chicago
222 Riverside Plaza LLC,WPUL531,468.43750,2012-03-13,A,18,0,MO,IG,Chicago
222 Riverside Plaza LLC,WPUL531,468.51250,2012-03-13,A,30,0,MO,IG,Chicago
222 Riverside Plaza LLC,WPUL531,468.53750,2012-03-13,A,18,0,MO,IG,Chicago
222 Riverside Plaza LLC,WPUL531,468.88750,2012-03-13,A,30,0,MO,IG,Chicago
225 WEST WACKER ACQUISITION CO.,WQIT567,463.52500,2008-05-09,A,25,0,MO,IG,CHICAGO
225 WEST WACKER ACQUISITION CO.,WQIT567,463.57500,2008-05-09,A,25,0,MO,IG,CHICAGO
225 WEST WACKER ACQUISITION CO.,WQIT567,464.30000,2008-05-09,A,25,0,MO,IG,CHICAGO
225 WEST WACKER ACQUISITION CO.,WQIT567,464.85000,2008-05-09,A,25,0,MO,IG,CHICAGO
225 WEST WACKER ACQUISTION COMPANY LLC,WQJB332,462.16250,2008-07-14,A,1,0,FB2,IG,CHICAGO
225 WEST WACKER ACQUISTION COMPANY LLC,WQJB332,462.16250,2008-07-14,A,30,0,MO,IG,CHICAGO
225 WEST WACKER ACQUISTION COMPANY LLC,WQJB332,467.16250,2008-07-14,A,30,0,MO,IG,CHICAGO
225 WEST WACKER ACQUISTION COMPANY LLC,WQJB332,467.31250,2008-07-14,A,30,0,MO,IG,CHICAGO
225 WEST WACKER ACQUISTION COMPANY LLC,WQJB332,467.43750,2008-07-14,A,30,0,MO,IG,CHICAGO
