Frequency,Input,Callsign,Description,System/Category,Tag,Updated
158.91000,,KNIN726,Sheriff: Former States Attorney [Expired],DuPage County Sheriff's Office,Deprecated,2009:03:25
158.91000,,KSE459,ESDA: Citywide / Police: Alternate,West Chicago,Deprecated,2013:02:22
159.10500,160.06500,WNNL724,Water/Sewer Department,Glen Ellyn,Public Works,2009:03:17
159.10500,160.06500,WNNL724,Police: Car-to-Car (Ch. 4?),Glen Ellyn,Law Tac,2009:03:18
159.22500,,WNCA851,Park District,Bensenville,Public Works,2007:11:08
159.22500,,,Park District: Cosley Animal Farm,Wheaton,Public Works,2009:03:25
159.25500,151.46000,WPBC281,Park District [licensed cancelled],Oakbrook Terrace,Public Works,2013:03:04
159.28500,,,Park District,Oak Brook,Public Works,2006:08:06
159.42000,,KNED362,Special Events,Forest Preserve District of DuPage County,Public Works,2009:03:17
159.51000,,WPTK658,Engineering,Double Tree Hotel (Oak Brook) - former Hyatt Regency,Business,2005:02:13
159.54750,,WQQY267,Glenbard Wastewater Authority Ops 2,Glenbard Wastewater Authority,Public Works,2013:04:03
159.63000,,WPLV779,Public Works [Ch. 1] /Police [Ch. 3],Addison,Public Works,2009:03:18
159.63000,,WPMN336,Taxi: Mobiles-to-Base,AAA/Universal Taxi (Lombard),Transportation,2008:06:10
159.65250,,WQPX464,Gower School District - Busses?,Gower School District 62 (Willowbrook/Burr Ridge),Schools,2012:10:09
159.70500,,WQPM754,Operations (portables),Elmhurst College,Schools,2012:07:05
159.71250,,WQGY703,Water Distribution Data,Woodridge,Public Works,2007:06:24
159.72000,,KGI919,Maintenance,Wheaton College,Schools,2007:09:03
159.76500,,WQTV572,Public Works - Water Collection / Treatment Data,Bloomingdale,Data,2014:05:07
159.87000,,WQEK256,Operations,Fulton Contracting Company (Roselle),Business,2009:05:04
159.88500,,WPTK658,Engineering,Double Tree Hotel (Oak Brook) - former Hyatt Regency,Business,2005:02:13
159.91500,,WQQH512,Park District Ops,Downers Grove,Public Works,2012:12:24
159.97500,,WQPM754,Operations (portables),Elmhurst College,Schools,2012:07:05
160.00500,,WQQH512,Park District Ops,Downers Grove,Public Works,2012:12:24
160.02000,,WQQH512,Park District Ops,Downers Grove,Public Works,2012:12:24
160.03500,,WQQH512,Park District Ops,Downers Grove,Public Works,2012:12:24
160.05000,,WPMK712,Taxi: Mobiles-to-Base,AAA/Universal Taxi (Lombard),Transportation,2010:11:23
160.06500,,WQQH512,Park District Ops,Downers Grove,Public Works,2012:12:24
160.10250,,WQOM458,Admin/Operations/Security,Saint Isaac Jogues School (Hinsdale),Schools,2011:11:22
160.12500,,WQPM754,Operations (portables),Elmhurst College,Schools,2012:07:05
160.13250,,WQJF440,Storm Water Data,Elmhurst,Data,2008:11:10
173.23750,,WPWK917,Data (Runway Sensors?),Airport Facility Operations,Data,2009:09:13
173.31250,,WQJP320,Water Distribution Data,Downers Grove,Data,2008:10:20
173.37500,,WQEK256,Operations,Fulton Contracting Company (Roselle),Business,2009:05:04
173.39625,,WQLJ275,Water Distribution Data,Glen Ellyn,Data,2010:12:29
220.80250,221.80250,WPWG466,Fire Station Alerting: East (154.415),DuPage Public Safety Communications (DU-COMM),Fire Dispatch,2013:06:06
220.80750,221.80750,WPWG466,Future Use,DuPage Public Safety Communications (DU-COMM),Fire-Tac,2013:06:06
220.81250,221.81250,WPWG466,Future Use,DuPage Public Safety Communications (DU-COMM),Fire-Tac,2013:06:06
220.81750,221.81750,WPWG466,Fire Station Alerting: North (154.175),DuPage Public Safety Communications (DU-COMM),Fire Dispatch,2013:06:06
220.82250,221.82250,WPWG466,Future Use,DuPage Public Safety Communications (DU-COMM),Fire-Tac,2013:06:06
220.82750,221.82750,WPWG466,Future Use,DuPage Public Safety Communications (DU-COMM),Fire-Tac,2013:06:06
220.83250,221.83250,WPWG466,Fire Station Alerting: West (154.145),DuPage Public Safety Communications (DU-COMM),Fire Dispatch,2013:06:06
220.83750,221.83750,WPWG466,Future Use,DuPage Public Safety Communications (DU-COMM),Fire-Tac,2013:06:06
220.84250,221.84250,WPWG466,Future Use,DuPage Public Safety Communications (DU-COMM),Fire-Tac,2013:06:06
220.84750,221.84750,WPWG466,Fire Station Alerting: South (151.385),DuPage Public Safety Communications (DU-COMM),Fire Dispatch,2013:06:06
220.86250,221.86250,WPCQ842,Operations,Fulton Contracting Company (Roselle),Business,2009:05:04
220.90250,221.90250,WPWG466,Future Use,DuPage Public Safety Communications (DU-COMM),Fire-Tac,2013:06:06
220.90750,221.90750,WPWG466,Future Use,DuPage Public Safety Communications (DU-COMM),Fire-Tac,2013:06:06
220.91250,221.91250,WPWG466,SCADA / Technicians Car-to-car,DuPage Public Safety Communications (DU-COMM),Fire-Tac,2013:06:06
220.91750,221.91750,WPWG466,Future Use,DuPage Public Safety Communications (DU-COMM),Fire-Tac,2013:06:06
220.92250,221.92250,WPWG466,Future Use,DuPage Public Safety Communications (DU-COMM),Fire-Tac,2013:06:06
223.86000,222.26000,N9TO,N9TO (Westmont),Repeaters & Simplex,Ham,2011:09:22
224.14000,222.54000,W9CCU,Wheaton Community Radio Amateurs (Glen Ellyn),Repeaters & Simplex,Ham,2011:09:22
224.20000,222.60000,W9NPD,Naperville PD: Amateur Radio Club,Public Safety,Ham,2011:09:22
224.22000,222.62000,K9NB,BARK (Bloomingdale),Repeaters & Simplex,Ham,2011:09:22
224.36000,222.76000,WB9QXJ,FUBAR (Lisle),Repeaters & Simplex,Ham,2011:09:22
224.50000,222.90000,WA9ZZU,WA9ZZU (Itasca),Repeaters & Simplex,Ham,2011:09:22
224.62000,223.02000,WA9AEK,WA9AEK (Lisle),Repeaters & Simplex,Ham,2011:09:22
224.68000,223.08000,W9DUP,DuPage Amateur Radio Club (Downers Grove),Repeaters & Simplex,Ham,2011:09:22
224.72000,223.12000,W9DMW,MOOSEFAR (West Chicago),Repeaters & Simplex,Ham,2011:09:22
224.88000,222.26000,KB2MAU,RAYFAR (Oak Brook),Repeaters & Simplex,Ham,2012:07:04
257.80000,,,Tower (UHF),Tower/Approach/Departure,Military,2009:09:13
371.90000,,,Approach/Departure (UHF),Tower/Approach/Departure,Military,2009:09:13
441.85000,446.85000,KC9JWB,West Chicago ESDA: Amateur Radio,Public Safety,Ham,2009:04:05
442.17500,447.17500,KG9F,"KG9F (Lisle) - kg9f.com - 'Closed system, open access'",Repeaters & Simplex,Ham,2012:07:04
442.27500,447.27500,WA9WSL,WA9WSL (Naperville),Repeaters & Simplex,Ham,2012:07:04
442.55000,447.55000,W9DUP,DuPage Amateur Radio Club (Downers Grove),Repeaters & Simplex,Ham,2011:09:22
442.70000,447.70000,WA9AEK,WA9AEK (Lisle),Repeaters & Simplex,Ham,2011:09:22
442.87500,447.87500,W9YRC,York Amateur Radio Club (Downers Grove),Repeaters & Simplex,Ham,2011:09:22
442.95000,447.95000,WB9HYB,WB9HYB (Westmont),Repeaters & Simplex,Ham,2012:07:04
443.05000,448.05000,WB9QAH,Naperville EMA / Severe Weather Spotters,Public Safety,Ham,2009:03:25
443.20000,448.20000,N9EAO,FROGFAR #3 (Downers Grove),Repeaters & Simplex,Ham,2011:09:22
443.90000,448.90000,N9ATO,SERCOMM (Downers Grove),Repeaters & Simplex,Ham,2011:09:22
444.05000,449.05000,WA9E,Tower ARC (Wheaton),Repeaters & Simplex,Ham,2011:09:22
444.20000,449.20000,WD9DAU,WD9DAU (Warrenville),Repeaters & Simplex,Ham,2012:07:04
444.20000,449.20000,KB9OYP,KB9OYP (Hinsdale),Repeaters & Simplex,Ham,2011:09:22
444.25000,449.25000,N9ECQ,Lombard OEM:  Amateur Radio,Public Safety,Ham,2011:09:22
444.25000,449.25000,N9ECQ,N9ECQ (Westmont),Repeaters & Simplex,Ham,2012:07:04
444.27500,449.27500,KA9KDC,KA9KDC (Wheaton),Repeaters & Simplex,Ham,2011:09:22
444.47500,449.47500,W9CCU,Wheaton Community Radio Amateurs (Downers Grove),Repeaters & Simplex,Ham,2011:09:22
444.87500,449.87500,K9XD,K9XD (Glendale Heights),Repeaters & Simplex,Ham,2011:09:22
450.31250,,WQB271,Broadcast Operations,Wheaton College,Media,2007:09:03
450.51250,,WQB271,Broadcast Operations,Wheaton College,Media,2007:09:03
451.03750,,WPZF536,Water Distribution Data,Lombard,Data,2007:11:12
451.11250,,WQKS511,Avery Coonley School,Avery Coonley School (Downers Grove),Schools,2009:11:18
451.12500,,WPRX560,Water Distribution Data,Wood Dale,Data,2009:04:08
451.12500,,WPLW920,Water Distribution Data,Warrenville,Deprecated,2007:11:12
451.17500,456.17500,WPMN908,Engineering,Medinah Country Club,Business,2006:08:14
451.18750,456.18750,WQBB507,Operations [Ch 1] - Rangers?,Morton Arboretum (Lisle),Business,2007:10:13
451.18750,456.18750,,Windsor Park Manor (Carol Stream),Medical / Nursing / Lifecare Facilities,Business,2009:03:26
451.18750,,WQHT712,District 181,Community Consolidated School District 181 (Westmont),Schools,2009:05:04
451.21250,,WPMJ211,Water Distribution Data,West Chicago,Data,2007:11:12
451.28750,,WQKS511,Avery Coonley School,Avery Coonley School (Downers Grove),Schools,2009:11:18
451.28750,,WQKS511,The Avery Coonley School (DG),Downers Grove School District 58,Schools,2009:09:18
451.30000,456.30000,WPMA857,"Westway Coach - Villa Park D45, others",Westway Coach / Richlee Vans (Villa Park),Schools,2009:03:24
451.31250,456.31250,WPZT531,"Lake Park West High School: Hall Monitors, Admin",Lake Park High School District 108 (Roselle),Schools,2013:04:05
451.31250,,WQOB693,Drury Lane Theatre & Conference Center: Operations,Drury Lane Theater (Oakbrook Terrace),Business,2013:10:22
451.31250,,WQRF832,Sears: Loss Prevention,Oakbrook Center Mall,Business,2013:10:22
451.32500,,,Site 001 Confirmed LCN,First Student (Darien),TRS,2008:10:11
451.32500,456.32500,WPUC550,First Student - Westmont Yard,First Student (Multiple Locations),Schools,2015:09:30
451.35000,456.35000,WPPD638,Security/Admin Ops,Midwestern University (Downers Grove),Security,2007:09:03
451.35000,456.35000,WQNS254,Peacock Engineering: Truck Movement (Carol Stream),Factories,Business,2015:04:30
451.38750,456.38750,WPZT531,"Lake Park East High School: Hall Monitors, Admin",Lake Park High School District 108 (Roselle),Schools,2013:04:05
451.40000,,,EMA: Tac,Westmont,Emergency Ops,2007:11:12
451.41250,,WPZR580,Operations (D142?),Medinah Country Club,Business,2006:08:14
451.41250,,WQHT712,District 181,Community Consolidated School District 181 (Westmont),Schools,2009:05:04
451.43750,,WPTU638,Golf (Digital),Hilton Indian Lakes Resort (Bloomingdale),Data,2009:05:09
451.46250,,WPPB789,Operations,Hinsdale Hospital,Business,2007:09:03
451.47500,456.47500,WPPD638,Building Engineers,Midwestern University (Downers Grove),Schools,2007:09:03
451.48750,456.48750,WQBB507,Operations [Ch 2],Morton Arboretum (Lisle),Business,2007:10:13
451.48750,,WQQZ355,Mohawk/Johnson Schools Ch. 1,Bensenville Elementary School District 2,Schools,2013:03:31
451.51250,,WQRF832,Sears: Operations,Oakbrook Center Mall,Business,2013:10:22
451.51250,,WPXU361,Water Distribution Data,Glen Ellyn,Data,2010:12:29
451.53750,,WPVX948,Operations,Medinah Country Club,Business,2013:01:08
451.53750,,WQKM364,Utility Crews,Naperville,Public Works,2009:08:31
451.58750,,WQQZ355,Tioga School Ch. 1,Bensenville Elementary School District 2,Schools,2013:03:31
451.60000,456.60000,WQDV804,Franciscan Court - Maintenance/Security (W Chi),Medical / Nursing / Lifecare Facilities,Business,2005:11:20
451.63750,,WQRF832,Sears: Operations,Oakbrook Center Mall,Business,2013:10:22
451.63750,,WPPV841,Water Distribution Data - Golf Course?,Glendale Heights,Data,2007:11:08
451.68750,,WPXU361,Water Distribution Data,Glen Ellyn,Data,2010:12:29
451.73750,456.73750,WQBB507,Operations [Ch 3],Morton Arboretum (Lisle),Business,2007:10:13
451.73750,456.73750,WPTZ531,Lake Park East High School: Operations,Lake Park High School District 108 (Roselle),Schools,2013:04:05
451.73750,456.73750,WPPU960,Wheaton-Warrenville South High School,Wheaton-Warrenville Community Unit School District 200,Schools,2008:10:11
451.76250,456.76250,WPTZ531,Lake Park West High School: Operations,Lake Park High School District 108 (Roselle),Schools,2013:04:05
451.76250,,WQHT712,District 181,Community Consolidated School District 181 (Westmont),Schools,2009:05:04
451.78750,456.78750,WQKR758,Public Safety - simulcast w/461.100,Elmhurst Memorial Hospital,Security,2015:09:16
451.78750,456.78750,WPXC397,Operations (Aramark license),Central DuPage Hospital (Winfield),Business,2011:12:01
451.82500,456.82500,WPPW272,Wheaton North High School: Maintenance/Safety,Wheaton-Warrenville Community Unit School District 200,Schools,2008:10:11
451.83750,456.83750,WPWL640,Glenbard North HS (Carol Stream),Glenbard Township High School District 87,Schools,2009:03:24
451.85000,456.85000,WPXH912,Maintenance,Wheaton College,Schools,2007:09:03
451.87500,456.87500,WQCM219,American Taxi - School Channel (Oakbrook Terrace),Miscellaneous,Schools,2011:12:21
451.88750,456.88750,,Special Events 1 (rental repeater),College of DuPage (Glen Ellyn),Schools,2010:08:30
451.90000,456.90000,WPWL640,Glenbard South HS (Glen Ellyn) - now 4kHz NXDN?,Glenbard Township High School District 87,Schools,2015:05:06
451.93750,456.93750,WPUA366,First Student - Glen Ellyn [Ch 1 Big Busses],First Student (Multiple Locations),Schools,2013:08:19
451.96250,,WQFY600,Security,Gower School District 62 (Willowbrook/Burr Ridge),Schools,2006:11:13
451.98750,,,Portillos: Drive Thru Ops (#3 Elmhurst),Portillo's #3 (Elmhurst),Business,2009:03:26
451.98750,456.98750,,Cordia Senior Residence (Westmont),Medical / Nursing / Lifecare Facilities,Business,2009:03:26
452.00000,457.00000,WQDE354,Eaglewood Resort - Housekeeping,Eaglewood Resort & Spa (Itasca),Business,2009:03:26
452.00000,,,Site 001 Confirmed LCN,First Student (Darien),TRS,2008:10:11
452.06250,,WQQZ355,Blackhawk Middle School Ch. 1,Bensenville Elementary School District 2,Schools,2013:03:31
452.06250,,WPZR580,Operations,Medinah Country Club,Business,2013:01:08
452.07500,457.07500,WPZL328,Hamilton Partners Complex Security (Itasca),Security Partners International,Security,2010:01:24
452.11250,,WPZR580,Operations,Medinah Country Club,Business,2013:01:08
452.11250,,WQKS511,The Avery Coonley School (DG),Downers Grove School District 58,Schools,2009:09:18
452.12500,457.12500,WQCU502,American Delivery Service,Delivery Companies,Business,2005:10:06
452.16250,457.16250,WQBB507,Operations [Ch 4],Morton Arboretum (Lisle),Business,2007:10:13
452.18750,,WPRT806,Golf Club: Operations [Expired 1/06],Cantigny Park (Wheaton),Business,2008:06:10
452.20000,457.20000,WQKM465,Business Ops Center (Elmhurst),Elmhurst Memorial Hospital,Business,2009:10:05
452.23750,,,Site 001 Confirmed LCN,First Student (Darien),TRS,2008:10:11
452.27500,,WQFY600,Security,Gower School District 62 (Willowbrook/Burr Ridge),Schools,2006:11:13
452.28750,,WQKS511,Avery Coonley School,Avery Coonley School (Downers Grove),Schools,2009:11:18
452.28750,,WQKS511,The Avery Coonley School (DG),Downers Grove School District 58,Schools,2009:09:18
452.30000,457.30000,WPUW972,McDonald's Lodge - unknown ops.,The Hyatt Lodge at McDonald's Campus (Oak Brook),Business,2009:03:26
452.31250,,WQKM364,Utility Crews,Naperville,Public Works,2009:08:31
452.35000,457.35000,WPWL640,Glenbard South HS (Glen Ellyn) - now 4 kHz NXDN?,Glenbard Township High School District 87,Schools,2015:05:06
452.38750,,WQQZ355,Blackhawk Middle School Ch. 2,Bensenville Elementary School District 2,Schools,2013:03:31
452.40000,457.40000,,Oakbrook Terrace Tower (Oakbrook Terrace) - leaky coax repeater (low power),Property Management,Business,2009:03:21
452.41250,,WPVX948,Operations,Medinah Country Club,Business,2006:08:14
452.43750,457.43750,WPWL640,Glenbard North HS (Carol Stream),Glenbard Township High School District 87,Schools,2012:11:29
452.45000,,WPTZ262,Operations,Benedictine University (Lisle),Schools,2012:10:01
452.50000,,,Wheaton North High School (licensed to Indian Prairie SD 204) WPPA707,Wheaton-Warrenville Community Unit School District 200,Schools,2007:11:12
452.50000,457.50000,WPTS788,Glenbard West HS (Glen Ellyn) - administration?,Glenbard Township High School District 87,Schools,2009:03:24
452.52500,,WPQE585,Water Distribution Data,Warrenville,Data,2007:11:12
452.66250,457.66250,WQJK742,Public Safety (low power),North Central College (Naperville),Security,2008:09:19
452.67500,457.67500,WPXB358,Bartlett High School: Security / Admin / Maintenance,Elgin School District U-46 (Bartlett),Schools,2007:06:26
452.67500,457.67500,WPRU206,Downers Grove North High School,Consolidated High School District 99 (Downers Grove),Schools,2005:09:06
452.71250,457.71250,WQHT566,Operations,Burr Ridge Community Consolidated School District 180,Schools,2007:12:04
452.71250,,WQLH526,West Chicago Dist. 33 simplex,West Chicago Elementary School District 33,Schools,2010:01:24
452.71250,,WQLH526,Operations (312 E Forest Ave),West Chicago Elementary School District 33,Schools,2010:02:09
452.72500,457.72500,WPXB358,Bartlett High School,Elgin School District U-46 (Bartlett),Schools,2007:06:26
452.72500,457.72500,WPPC492,Oak Meadows Golf Club: Ops/Sprinkler Data,Country Clubs / Golf Courses,Business,2011:01:12
452.72500,,WPMW217,Park District - Golf Course [Expired],Bloomingdale,Public Works,2007:11:08
452.75000,457.75000,,Westway Coach,Westway Coach / Richlee Vans (Villa Park),Schools,2009:03:24
452.78750,,WQQZ355,Mohawk/Johnson Schools Ch. 2,Bensenville Elementary School District 2,Schools,2013:03:31
452.81250,457.81250,,A/V or Computer Services,Midwestern University (Downers Grove),Schools,2006:10:26
452.81250,,WQQZ355,Tioga School Ch. 2,Bensenville Elementary School District 2,Schools,2013:03:31
452.82500,,WQTV407,Public Works: Wastewater Treatment Data,Addison,Data,2015:03:11
452.83750,,WQIX480,McAninch Arts Center,College of DuPage (Glen Ellyn),Schools,2010:05:23
452.83750,457.83750,,Special Events 2 (rental repeater),College of DuPage (Glen Ellyn),Schools,2010:08:30
452.83750,,WPVX948,Operations (electronics?),Medinah Country Club,Business,2006:08:14
452.97500,457.97500,WPUA366,First Student - Glen Ellyn [Ch 2 Spec Ed],First Student (Multiple Locations),Schools,2010:08:31
452.98750,457.98750,,Copy Center,Midwestern University (Downers Grove),Schools,2006:10:26
453.00000,,,Site 001 Confirmed LCN,First Student (Darien),TRS,2008:10:11
453.01250,,WPFA962,EMA: Operations,Bensenville,Emergency Ops,2007:11:08
453.05000,458.05000,KAW888,"Former Public Works, reported OOS (1/15)",Downers Grove,Deprecated,2015:01:14
453.08750,,WPXQ447,DuPage Stormwater Data,DuPage County,Data,2009:03:17
453.21250,,WPAU934,Water Distribution Data,Westmont,Data,2009:03:17
453.28750,458.28750,WQBK702,"Health Department (Wheaton): Security, Ops",DuPage County,Public Works,2013:03:04
453.38750,,WNXS942,Sewer Operations,Elmhurst,Public Works,2013:02:11
453.45000,458.45000,WPMP527,Cottage Hill Operating Co. (using City of Elmhurst license),Cottage Hill Operating Company (Villa Park),Schools,2009:03:17
453.45000,,KSK343,Public Works: Old / Police (with Lisle),Darien,Deprecated,2012:01:30
453.50000,458.50000,KNBV344,Buildings & Grounds Maintenance,Airport Facility Operations,Public Works,2012:03:19
453.51250,458.51250,WQKR469,Emergency Management (Portable Repeater),Lisle,Emergency Ops,2009:08:28
453.56250,,WPXQ447,DuPage Stormwater Data,DuPage County,Data,2009:03:16
453.60000,458.60000,WNKR405,Police Department 'Com 2',College of DuPage (Glen Ellyn),Law Dispatch,2007:09:03
453.63750,,WPAI921,Water Distribution Data,Roselle,Data,2007:11:12
453.66250,,WPXQ447,DuPage Stormwater Data,DuPage County,Data,2009:03:16
453.73750,,WPXQ447,"DuPage Stormwater Data (Wheaton, Elmhurst)",DuPage County,Data,2009:03:16
453.76250,,WQTD835,Water Distribution Data,Itasca,Data,2014:02:28
453.80000,,KSK343,Public Works / Police: Car-to-Car,Darien,Public Works,2007:11:08
453.83750,,WNUS400,Public Works: Data,Addison,Data,2009:03:18
453.85000,458.85000,WPSQ978,Juvenile Detention Facility (Wheaton) [Ch 1] [Expired],DuPage County Sheriff's Office,Deprecated,2009:03:17
453.86250,,WPIG777,DuPage Water Commission Mobile Extenders,DuPage County,Public Works,2013:09:05
453.86250,458.86250,WPIG777,DuPage Water Commission Plant Ops 1 (LP R at HQ-Elmhurst),DuPage County,Public Works,2012:04:18
453.90000,458.90000,KLA524,Tone Paging / Back-up Repeater 'Com 1' (OOS?),College of DuPage (Glen Ellyn),Law Dispatch,2010:05:29
453.91250,,,Fire: Mobile Extenders [No License],Hanover Park,Fire-Tac,2008:12:28
456.18750,,WQHT712,District 181,Community Consolidated School District 181 (Westmont),Schools,2009:05:04
456.24760,,WQFK906,Naperville Country Club: Golf Course Ops,Country Clubs / Golf Courses,Business,2006:08:16
456.31250,,WQRF832,Sears: Operations,Oakbrook Center Mall,Business,2013:10:22
456.31250,,WPPU960,Wheaton-Warrenville South High School,Wheaton-Warrenville Community Unit School District 200,Schools,2008:10:11
456.33750,,WPPU960,Wheaton-Warrenville South High School,Wheaton-Warrenville Community Unit School District 200,Schools,2008:10:11
456.33750,,WQRY625,Water Distribution Data,Oak Brook,Data,2013:08:17
456.38750,,WQOB693,Drury Lane Theatre & Conference Center: Operations,Drury Lane Theater (Oakbrook Terrace),Business,2013:10:22
456.41250,,WQHT712,District 181,Community Consolidated School District 181 (Westmont),Schools,2009:05:04
456.41250,,,Heritage Lakes Elementary School,"Consolidated Community School District 93 (Bloomingdale, Carol Stream and Hanover Park)",Schools,2012:08:01
456.41250,,WPZR580,Operations,Medinah Country Club,Business,2013:01:08
456.41250,,WPPU960,Wheaton-Warrenville South High School,Wheaton-Warrenville Community Unit School District 200,Schools,2008:10:11
456.43750,,WPXU361,Water Distribution Data,Glen Ellyn,Data,2010:12:29
456.46250,,WPPB789,Operations,Hinsdale Hospital,Business,2007:09:03
456.48750,,WQOB693,Drury Lane Theatre & Conference Center: Operations,Drury Lane Theater (Oakbrook Terrace),Business,2013:10:22
456.48750,,WPPU960,Wheaton-Warrenville South High School,Wheaton-Warrenville Community Unit School District 200,Schools,2008:10:11
456.51250,,WQIX480,"McAninch Arts Center - Ushers, Front of House",College of DuPage (Glen Ellyn),Schools,2010:05:29
456.53750,,WPVX948,Operations,Medinah Country Club,Business,2013:01:08
456.63750,,WPPV841,Water Distribution Data - Golf Course?,Glendale Heights,Data,2009:04:13
456.68750,,WQOB693,Drury Lane Theatre & Conference Center: Operations,Drury Lane Theater (Oakbrook Terrace),Business,2013:10:22
456.73750,,WQIM994,General Binding: Maintenance/Security (Addisson),Factories,Business,2008:03:23
456.73750,,WQUX487,Glenbard Wastewater Authority Ops 3,Glenbard Wastewater Authority,Public Works,2014:11:14
456.91250,,,Portillos: Drive-Thru Walking Order Takers (Rush Periods) (#3 Elmhurst),Portillo's #3 (Elmhurst),Business,2009:03:26
457.03750,,,Operations [Ch 1?],Timothy Christian School (Elmhurst),Schools,2009:05:20
457.06250,,WPZR580,Operations,Medinah Country Club,Business,2013:01:08
457.11250,,WPZR580,Operations,Medinah Country Club,Business,2006:08:14
457.18750,,WPRT806,Golf Club: Operations [Expired 1/06],Cantigny Park (Wheaton),Business,2008:06:10
457.28750,,WQDH536,Ball Horticulture Co (W Chicago),Miscellaneous,Business,2006:02:20
457.28750,,WPTU638,Golf (Digital),Hilton Indian Lakes Resort (Bloomingdale),Data,2009:05:09
457.31250,,WQOB693,Drury Lane Theatre & Conference Center: Operations,Drury Lane Theater (Oakbrook Terrace),Business,2013:10:22
457.31250,,WQIX480,McAninch Arts Center - Main,College of DuPage (Glen Ellyn),Schools,2010:05:29
457.31250,,WQFK906,Naperville Country Club: Golf Course Ops,Country Clubs / Golf Courses,Business,2006:08:16
457.38750,,WPXU361,Water Distribution Data,Glen Ellyn,Data,2010:12:29
457.41250,,WPVX948,Operations,Medinah Country Club,Business,2013:01:08
457.41250,,WQIX480,McAninch Arts Center,College of DuPage (Glen Ellyn),Schools,2010:05:23
457.45000,,WPTZ262,Operations,Benedictine University (Lisle),Schools,2012:10:01
457.51250,,WQFK906,Naperville Country Club: Golf Course Ops,Country Clubs / Golf Courses,Business,2006:08:16
457.52500,,WPRT806,Golf Club: Data [Expired 1/06],Cantigny Park (Wheaton),Data,2008:06:10
457.57500,,WPGX205,Water Distribution Data (Park District),Downers Grove,Data,2007:11:08
457.57500,,WPRT806,Golf Club: Data [Expired 1/06],Cantigny Park (Wheaton),Data,2008:06:10
457.60000,,,Juvenile Detention Facility (Wheaton) [Ch 2],DuPage County Sheriff's Office,Deprecated,2009:03:16
457.60000,,WPGX205,Water Distribution Data (Park District),Downers Grove,Data,2007:11:08
457.68750,,WQDH536,Ball Horticulture Co (W Chicago),Miscellaneous,Business,2006:02:20
457.70000,,WQBB507,Operations,Morton Arboretum (Lisle),Business,2015:05:06
457.71250,,WPTU638,Golf (Digital),Hilton Indian Lakes Resort (Bloomingdale),Data,2009:05:09
457.71250,,WQIM994,General Binding: Maintenance/Security (Addisson),Factories,Business,2008:03:23
457.72500,,WQBB507,Operations,Morton Arboretum (Lisle),Business,2015:05:06
457.73750,,,McAninch Arts Center,College of DuPage (Glen Ellyn),Schools,2010:05:29
457.75000,,WQBB507,Operations,Morton Arboretum (Lisle),Business,2015:05:06
457.76250,,,Concert Staff/Ops [No License?],Pheasant Run Resort (St Charles),Business,2009:03:02
457.78750,,WQIX480,McAninch Arts Center,College of DuPage (Glen Ellyn),Schools,2010:05:23
457.80000,,WQBB507,Operations,Morton Arboretum (Lisle),Business,2015:05:06
457.81250,,WPTU638,Golf (Digital),Hilton Indian Lakes Resort (Bloomingdale),Data,2009:05:09
457.83750,,WXIQ480,McAninch Arts Center,College of DuPage (Glen Ellyn),Schools,2010:05:23
457.83750,,WPVX948,Operations,Medinah Country Club,Business,2013:01:08
457.85000,,WQBB507,Operations,Morton Arboretum (Lisle),Business,2015:05:06
458.01250,,WPFA962,EMA: Operations,Bensenville,Emergency Ops,2007:11:08
458.02500,,WQGI398,Park District,Wheaton,Public Works,2009:03:25
458.08750,,,Park District: Village Links Golf Course [No License],Glen Ellyn,Business,2009:03:17
458.08750,,WQEY250,Park District: Lightning Detection System,Downers Grove,Data,2007:06:23
458.12500,,WQGI398,Park District,Wheaton,Public Works,2009:03:25
458.55000,,WGI862,Cottage Hill Operating Co. (using City of Elmhurst license),Cottage Hill Operating Company (Villa Park),Schools,2012:02:06
458.55000,,WGI862,use by Cottage Hill Operating Company? (Villa Park school bus company),Elmhurst,Transportation,2010:12:29
458.66250,,,Park District: Village Links Golf Course [No License],Glen Ellyn,Business,2009:03:17
458.83750,,WNUS400,Public Works: Data,Addison,Data,2009:03:18
460.01250,,WQGN497,Park District: Lightning Detection System (Data),Elmhurst,Data,2007:09:19
460.28750,,WQLX472,Sheriff: Bomb Robot - Data,DuPage County Sheriff's Office,Data,2010:05:23
460.51250,,KO4553,Fire: Mobile Extenders/Portables,Glenside Fire Protection District (Glendale Heights),Fire-Tac,2008:10:01
461.03750,,,Target (near SSM) (Ch 1),Stratford Square Mall (Bloomingdale),Business,2009:09:13
461.05000,,WQFY600,Security,Gower School District 62 (Willowbrook/Burr Ridge),Schools,2006:11:13
461.06250,,,Bath & Body Works,Stratford Square Mall (Bloomingdale),Business,2009:09:13
461.06250,,,Bath & Body Works,Oakbrook Center Mall,Business,2008:10:15
461.06250,,,Restoration Hardware,Oakbrook Center Mall,Business,2008:10:15
461.10000,466.10000,WQIH365,Ace Hardware: Corporate Safety/Maintenance (Woodridge),Miscellaneous,Business,2008:05:24
461.10000,466.10000,WQBF205,Public Safety - simulcast w/451.7875,Elmhurst Memorial Hospital,Security,2015:09:16
461.11250,466.11250,,Macys,Oakbrook Center Mall,Business,2008:10:15
461.17500,466.17500,WPXB358,Bartlett High School,Elgin School District U-46 (Bartlett),Schools,2007:06:24
